Food_items,calories,total_fat,sodium,vitamin_d,calcium,iron,potassium,protein,carbohydrate,fiber,water,sugars,VegNovVeg,Breakfast,Lunch,Dinner,Vegan
"Potatoes, no salt added, drained solids, canned",62,0.2,5,0,5,1.26,229,1.4,13.6,2.4,84.3,0.59,0,1,0,0,1
"Bread, pan de torta salvadoran, pound cake type",390,17,390,0,46,2.2,210,7.06,51.29,1.7,22.38,18.1,0,0,0,1,1
"Nuts, with salt added, dry roasted, cashew nuts",574,46,640,0,45,6,565,15.31,32.69,3,1.7,5.01,0,1,0,1,1
"Nuts, with salt added, oil roasted, cashew nuts",581,48,308,0,43,6.05,632,16.84,30.16,3.3,2.34,5.01,0,1,0,1,1
"Milk dessert, chocolate, milk-fat free, frozen",167,1,97,0,154,0.04,333,4.3,37.7,0,56,37.7,0,0,1,1,1
"Cake, dry mix, unenriched, white, pudding-type",423,9.5,665,0,77,0.52,72,3.9,81,0.7,3.5,0,0,0,0,1,1
"Chicken, stewed, meat only, broilers or fryers",177,6.7,70,5,14,1.17,180,27.29,0,0,66.81,0,1,0,1,1,0
"Nuts, without salt added, plain, almond butter",614,56,7,0,347,3.49,748,20.96,18.82,10.3,1.64,4.43,0,1,0,1,1
"Salad dressing, soybean, imitation, mayonnaise",232,19,497,0,0,0,10,0.3,16,0,62.7,6,0,0,1,1,1
"Fish, dry heat, cooked, farmed, rainbow, trout",168,7.4,61,759,30,0.36,450,23.8,0,0,68.72,0,1,0,1,1,0
"Cereals ready-to-eat, Corn CHEX, GENERAL MILLS",370,2.4,719,129,323,26.1,197,6.4,85,4.7,2.5,11.1,0,1,0,1,1
"Ice creams, vanilla, low carbohydrate, regular",216,13,48,9,128,0.09,199,3.17,22.23,4.8,61,6.35,0,0,1,1,1
"Chicken breast, sliced, fat-free, oven-roasted",79,0.4,1087,0,6,0.32,67,16.79,2.17,0,76.71,0.1,1,1,1,0,0
"Soup, single brand, condensed, bean with bacon",117,2.1,672,0,0,1.37,0,6.5,18,4.6,70.9,0,1,1,1,0,0
"Fish, dry heat, cooked, fresh, yellowfin, tuna",130,0.6,54,82,4,0.92,527,29.15,0,0,68.98,0,1,1,1,0,0
"INTERSTATE BRANDS CORP, WONDER Hamburger Rolls",273,4.2,0,0,0,0,0,8.07,50.84,2.6,34.2,11.06,1,0,1,1,0
"Babyfood, strained, vegetables and ham, dinner",59,2.1,16,4,16,0.41,141,2.19,7.8,1.6,87.47,1.37,1,1,0,0,0
"Salad Dressing, reduced fat, coleslaw dressing",329,20,1600,0,36,0.26,50,0,40,0.4,37,38.73,0,0,1,1,1
"Beans, low sodium, canned, mature seeds, black",91,0.3,138,0,35,1.9,308,6.03,16.55,6.9,75.64,0.23,0,1,0,0,1
"Fish, dry heat, cooked, wild, Atlantic, salmon",182,8.1,56,0,15,1.03,628,25.44,0,0,59.62,0,1,0,1,1,0
"Fish, solids and liquid, canned, Atlantic, cod",105,0.9,218,47,21,0.49,528,22.76,0,0,75.61,0,1,1,1,0,0
"Soup, condensed, low sodium, canned, vegetable",65,0.9,385,0,20,0.66,433,2.2,12.11,2.1,82.79,4.31,0,1,1,0,1
"Sauce, canned, mature red, chili, hot, peppers",21,0.6,25,0,9,0.5,564,0.9,3.9,0.7,94.1,2.55,0,1,0,0,1
"KASHI Pizza, unprepared, frozen, Mediterranean",231,7.5,531,0,138,1.1,168,12.7,31,4.1,46.4,2.8,0,0,1,1,1
"Turkey, simmered, cooked, all classes, gizzard",155,4.6,127,0,17,3.68,193,26.45,0,0,69.22,0,1,0,1,1,0
"Fish, dry heat, cooked, mixed species, grouper",118,1.3,53,0,21,1.14,475,24.84,0,0,73.36,0,1,1,1,0,0
"ARCHWAY Home Style Cookies, Sugar Free Oatmeal",442,21,308,0,20,1.96,87,5.54,67.2,1.9,5,1.26,0,1,0,1,1
"Chicken, raw, meat and skin, cornish game hens",200,14,61,0,11,0.78,236,17.15,0,0,68.18,0,1,0,1,1,0
"WENDY'S, with cheese, CLASSIC SINGLE Hamburger",221,12,476,0,75,2.34,187,14.87,14.2,1.4,57.5,0,1,0,1,1,0
"Candies, SNICKERS MUNCH bar, MARS SNACKFOOD US",536,36,358,0,54,1.02,0,15.25,43.64,4.7,2.99,30.87,0,0,0,1,1
"McDONALD'S, Vanilla Reduced Fat Ice Cream Cone",162,4.9,67,0,129,0.35,193,4.24,26.36,0.1,63.64,19.49,0,0,1,1,1
"BURGER KING, CROISSAN'WICH with Egg and Cheese",283,16,650,0,231,1.9,168,10.35,24.79,0.7,46.4,4.03,1,0,1,1,0
"Candies, peanut butter, confectioner's coating",529,30,250,0,110,1.7,505,18.3,46.88,5,2.67,38.3,0,1,0,1,1
"Potatoes, home-prepared with butter, scalloped",88,3.7,335,0,57,0.57,378,2.87,10.78,1.9,80.94,0,0,1,0,0,1
"GEORGE WESTON BAKERIES, Thomas English Muffins",232,1.8,345,0,180,1.4,0,8,46,0,42.6,0,0,1,1,1,1
"Babyfood, junior, banana and strawberry, fruit",109,0.4,1,0,0,0.14,395,0.71,25.78,1.4,72.23,19.29,0,1,1,0,1
"Beverages, ready-to-drink, ENSURE PLUS, ABBOTT",141,4.5,95,40,79,1.79,175,5.16,19.88,0,69.84,8.33,0,1,1,0,1
"Dip, cheese and salsa- medium, salsa con queso",143,9.5,796,0,98,0.14,105,3.14,11.14,0.7,73.72,1.95,0,1,1,0,1
"KEEBLER, Original, Snack Sticks, CLUB Crackers",475,22,1106,0,0,0,105,6,65,2.4,2.2,9.5,0,0,0,1,1
"Chicken, pan-fried, cooked, all classes, liver",172,6.4,92,0,10,12.88,315,25.78,1.11,0,65.22,0,1,0,1,1,0
"McDONALD'S, DOUBLE QUARTER POUNDER with Cheese",262,16,476,0,106,2.18,242,16.96,14.43,1,50.34,3.49,0,0,0,1,1
"KELLOGG'S, Low Fat, Waffles, NUTRI-GRAIN, EGGO",201,3.5,559,0,143,6.4,162,6.5,39,4,47.66,3.9,1,1,1,1,0
"Corn, microwaved, frozen, whole kernel, yellow",131,1.4,4,0,5,0.39,276,3.62,25.87,2.6,68.4,3.36,0,1,1,0,1
"Beef, raw, suet, variety meats and by-products",854,94,7,0,2,0.17,16,1.5,0,0,4,0,1,0,0,1,0
"Nuts, without salt added, oil roasted, almonds",607,55,1,0,291,3.68,699,21.23,17.68,10.5,2.8,4.55,0,1,0,1,1
"Nuts, without salt added, dry roasted, almonds",598,53,3,0,268,3.73,713,20.96,21.01,10.9,2.41,4.86,0,1,0,1,1
"Beverages, powder, chocolate, malted drink mix",411,4.8,190,0,60,2.28,618,5.1,86.94,4.8,1.3,66.67,0,0,0,1,1
"Milk, reduced fat, cultured, fluid, buttermilk",56,2,105,1,143,0.06,180,4.1,5.3,0,87.7,5.3,0,1,0,0,1
"Soybeans, no salt added, roasted, mature seeds",469,25,4,0,138,3.9,1470,38.55,30.22,17.7,1.95,0,0,0,0,1,1
"Beef, broiled, cooked, frozen, patties, ground",295,22,77,8,11,2.42,305,23.05,0,0,53.91,0,1,0,0,1,0
"Yogurt parfait, with fruit and granola, lowfat",84,1,49,4,105,0.49,189,3.36,15.86,1.1,78.98,11.68,0,1,0,0,1
"Fish, dry heat, cooked, mixed species, snapper",128,1.7,57,0,40,0.24,522,26.3,0,0,70.35,0,1,1,1,0,0
"Seeds, partially defatted, safflower seed meal",342,2.4,3,0,77,4.86,68,35.62,48.73,0,6.41,0,0,0,0,1,1
"Pie Crust, Ready Crust, Chocolate, Cookie-type",484,22,503,0,32,4.3,187,6.08,64.48,2.7,4.99,26.31,0,0,0,1,1
"Frozen novelties, juice with cream, juice type",115,1.4,42,0,141,0.28,120,1.41,24.11,0.1,72.57,20.61,0,1,1,0,1
"Cereals ready-to-eat, Rice CHEX, GENERAL MILLS",375,1.9,809,148,370,33.29,188,6.4,85.09,2,2.59,8,0,1,1,1,1
"Caribou, half dried (Alaska Native), rump meat",255,5.2,390,0,14,11,710,52.06,0,0,38.04,0,1,0,0,1,0
"Fish, total can contents, canned, pink, salmon",129,5,403,547,215,0.64,344,19.68,0,0,74.04,0,1,1,1,0,0
"Doughnuts, sugared or glazed, plain, cake-type",426,23,402,0,60,1.06,102,5.2,50.8,1.5,19.6,0,0,1,0,1,1
"Cereals ready-to-eat, Apple ZINGS, MALT-O-MEAL",390,2.7,454,121,303,27.27,96,4.51,87.3,2.3,2.5,44.61,0,1,0,1,1
"Fish, dry heat, cooked, wild, channel, catfish",105,2.9,50,0,11,0.35,419,18.47,0,0,77.67,0,1,1,1,0,0
"Cereals ready-to-eat, Christmas Crunch, QUAKER",397,4.8,724,0,11,19.78,186,4.44,85.92,2.6,2.5,44.31,0,1,0,1,1
"Sausage, smoked, skinless, pork, beef, chicken",216,14,1034,0,100,4.8,246,13.6,8.1,0,60.5,1.9,1,1,1,1,0
"Crackers, with cheese filling, sandwich, wheat",497,25,839,0,204,2.62,306,9.8,58.2,3.1,3.2,0,0,0,1,1,1
"Babyfood, strained, apples and chicken, dinner",65,1.4,12,1,18,0.38,95,2.16,10.88,1.8,85.4,6.06,1,1,1,0,0
"Babyfood, junior, broccoli and chicken, dinner",62,2.5,17,1,37,0.52,170,3.59,6.34,1.4,86.92,1.43,1,1,1,0,0
"Nuts, without salt added, plain, cashew butter",587,49,15,0,43,5.03,546,17.56,27.57,2,2.96,0,0,1,0,1,1
"MORNINGSTAR FARMS Corn Dog, unprepared, frozen",208,3.5,666,0,17,1.3,106,11.2,36,3.8,47.4,11,0,0,1,1,1
"Duck, roasted, cooked, meat only, domesticated",201,11,65,4,12,2.7,252,23.48,0,0,64.22,0,1,0,1,1,0
"Frankfurter, grilled, cooked, meat and poultry",302,26,1079,27,118,1.15,387,10.67,5.24,0,53.9,2.85,1,0,0,1,0
"KASHI, Roasted Garlic, H2H Woven Wheat Cracker",440,12,240,0,53,6,436,10.5,73.2,12.2,3,0.6,0,0,0,1,1
"Babyfood, strained, vegetables chicken, dinner",59,1.7,24,3,27,0.53,158,2.47,8.42,2.1,86.9,1.58,1,1,1,0,0
"Cereals ready-to-eat, Honey KIX, GENERAL MILLS",364,3.9,582,182,455,38.2,212,6.4,83,8.3,2.37,18.2,0,1,0,1,1
"Turkey, raw, (light and dark), skin from whole",407,39,62,46,13,0.85,124,12.96,0.16,0,48.38,0.1,1,0,0,1,0
"Cereals ready-to-eat, BOO BERRY, GENERAL MILLS",386,4.3,458,121,303,13.6,163,5.5,85.4,4.2,1.89,27.29,0,1,0,1,1
"Cereals ready-to-eat, CORN BURSTS, MALT-O-MEAL",385,0.4,855,129,5,5.8,71,3.32,90.59,1.9,2.5,46.88,0,1,0,1,1
"Ice creams, All Natural Light Vanilla, BREYERS",162,4.6,71,0,169,0.06,0,4.84,25.3,0.2,64.89,22.78,0,0,1,1,1
"Cereals ready-to-eat, KELLOGG'S CINNAMON JACKS",397,7.8,451,143,20,16.1,155,5.9,83,9,2.29,33.9,0,1,0,1,1
"T.G.I. FRIDAY'S, classic sirloin steak (10 oz)",196,7.8,232,0,7,2.87,379,31.02,0.47,0,59.24,0.46,1,1,1,1,0
"Pasta, as purchased, plain, fresh-refrigerated",288,2.3,26,0,15,3.35,179,11.31,54.73,0,31,0,0,0,1,1,1
"Cheese, low fat, American, pasteurized process",180,7,1789,5,684,0.43,180,24.6,3.5,0,58.9,0.59,0,0,1,1,1
"MOTHER'S, Old Fashioned Chocolate Chip Cookies",500,24,383,0,0,2.5,125,5.4,66,2.2,3.3,34,0,0,0,1,1
"Candies, crispy bar with peanut butter filling",542,31,264,0,70,1.3,295,9.53,55.53,3.3,1.6,40.33,0,1,0,1,1
"KELLOGG'S, Buttermilk, FIBERPLUS Waffles, EGGO",227,7.9,559,2,500,6.4,66,4.7,41.8,13.2,41,4.7,1,1,1,1,0
"Pancakes, prepared, incomplete, dry mix, plain",218,7.7,505,0,215,1.3,199,7.8,28.9,1.9,52.9,0,0,1,1,1,1
"Egg, glucose reduced, stabilized, dried, whole",615,44,548,0,222,8.28,515,48.17,2.38,0,1.87,0,1,0,0,1,0
"Pork, raw or unheated, breakfast strips, cured",388,37,987,0,8,0.94,204,11.74,0.7,0,47.41,0,1,0,0,1,0
"CAMPBELL'S CHUNKY Soups, Savory Pot Roast Soup",49,0.4,322,0,8,0.29,0,2.86,8.16,0.8,87.3,1.63,0,1,1,0,1
"CAMPBELL'S CHUNKY Soups, Savory Vegetable Soup",44,0.4,314,0,16,0.29,0,1.22,8.98,1.6,88.2,2.45,0,1,1,0,1
"Cereals ready-to-eat, fortified, puffed, wheat",364,1.2,4,0,28,31.7,348,14.7,79.6,4.4,3,0,0,1,0,1,1
"OLIVE GARDEN, chicken parmigiana without pasta",211,11,625,0,95,0.58,277,15.33,12.28,0.9,58.62,2.68,1,0,1,1,0
"Chicken, pan-browned, cooked, crumbles, ground",189,11,75,0,8,0.93,677,23.28,0,0,64.92,0,1,0,1,1,0
"Milk, with added vitamin A, evaporated, canned",134,7.6,106,0,261,0.19,303,6.81,10.04,0,74.04,0,0,1,1,0,1
"Seeds, roasted (glandless), cottonseed kernels",506,36,25,0,100,5.4,1350,32.59,21.9,5.5,4.65,0,0,0,0,1,1
"Beef, raw or unheated, breakfast strips, cured",406,39,955,0,4,1.23,153,12.5,0.7,0,45.2,0,1,0,0,1,0
"CAMPBELL'S CHUNKY, Classic Chicken Noodle Soup",47,1.3,325,0,11,0.34,90,3.41,5.41,1,88.9,0.41,1,1,1,0,0
"CAMPBELL'S CHUNKY Soups, Steak 'N' Potato Soup",49,0.8,376,0,0,0.44,0,3.27,7.35,1.2,86.5,0.41,1,1,1,0,0
"Soy protein concentrate, produced by acid wash",328,0.5,900,0,363,10.78,450,63.63,25.41,5.5,5.8,20,0,0,0,1,1
"Tofu, prepared with calcium sulfate, firm, raw",144,8.7,14,0,683,2.66,237,17.27,2.78,2.3,69.83,0,0,1,1,0,1
"Babyfood, butternut squash and corn, vegetable",50,0.6,5,0,32,0.4,352,2,9.26,2,87.3,2.93,0,1,0,0,1
"Turkey, raw, meat only, from whole bird, thigh",108,2.5,124,13,11,1.04,226,21.28,0.15,0,76.01,0.1,1,1,1,0,0
"Puddings, prepared with 2% milk, dry mix, rice",111,1.6,109,34,105,0.37,130,3.29,20.81,0.1,73.43,0,0,1,1,0,1
"Taquitos, oven-heated, beef and cheese, frozen",287,13,456,1,97,2.67,174,9.4,33.46,2.8,42.45,1.66,1,0,0,1,0
"Turkey, roasted, cooked, dark meat, from whole",173,6,104,10,17,1.43,227,27.71,0,0,65.23,0,1,0,1,1,0
"Candies, made with butter, semisweet chocolate",477,30,11,0,32,3.13,365,4.2,63.4,5.9,0.7,0,0,0,0,1,1
"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust",287,14,671,0,150,2.45,211,11.92,29.39,2.3,42.57,2.72,1,1,1,1,0
"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",319,19,725,0,234,1.07,231,12.77,25.3,2.6,40.38,3.42,1,1,1,1,0
"Beans, canned, mature seeds, cranberry (roman)",83,0.3,332,0,34,1.55,260,5.54,15.12,6.3,77.56,0,0,1,0,0,1
"Beans, canned, mature seeds, all types, kidney",84,0.6,296,0,34,1.17,237,5.22,14.5,4.3,78.04,1.85,0,1,0,0,1
"KEEBLER, Original, Fudge Stripes, FUDGE SHOPPE",500,24,348,1,0,0,234,4.1,68.6,1.9,2,33.8,0,0,0,1,1
"Fish, dry heat, cooked, mixed species, whiting",116,1.7,132,73,62,0.42,434,23.48,0,0,74.71,0,1,1,1,0,0
"Egg, glucose reduced, stabilized, dried, white",357,0.3,1299,0,101,0.18,884,84.08,4.51,0,5.48,0,1,0,0,1,0
"Waffles, ready-to-heat, frozen, chocolate chip",297,10,529,2,357,6.4,74,5.8,45.68,1.5,35.62,13.1,0,1,0,1,1
"Turkey, raw, meat and skin, wing, retail parts",202,14,67,19,8,0.68,192,19.53,0.05,0,66.78,0.03,1,0,1,1,0
"CAMPBELL'S Soup on the Go, Vegetable Beef Soup",20,0.3,305,0,7,0.12,0,0.98,3.28,0.3,94,1.64,1,1,1,0,0
"CAMPBELL'S Soup on the Go, Creamy Chicken Soup",43,3,289,0,0,0,0,0.98,3.28,0.7,91,0.33,1,1,1,0,0
"MOTHER'S, Double Fudge Creme Sandwich Cookies",457,20,245,0,0,3.8,405,5.3,70,3.3,2,33.1,0,0,1,1,1
"Alcoholic beverage, 53 proof, coffee, liqueur",336,0.3,8,0,1,0.06,30,0.1,46.8,0,31,38.3,0,1,0,1,1
"Frozen novelties, CREAMSICLE Pops, Sugar Free",49,2.3,6,0,23,0.03,0,1.37,11.95,7.5,82.38,0.43,0,1,0,0,1
"Cereals ready-to-eat, GRAPE-NUTS Flakes, POST",376,3.7,470,138,36,27.9,336,9.4,82,10.2,3.3,15.2,0,1,0,1,1
"Cereals ready-to-eat, GRAPE-NUTS Cereal, POST",361,1.8,465,0,32,28,400,11.22,80.49,13,3.5,8.86,0,1,0,1,1
"Corn, yellow (Northern Plains Indians), dried",419,11,4,0,25,2.61,775,14.48,66.27,20.5,6.36,21.32,0,0,0,1,1
"WORTHINGTON Prosage Links, unprepared, frozen",143,4.7,819,0,26,3.2,114,20.2,5,2.8,67.5,0.8,0,1,1,0,1
"Cereals ready-to-eat, CHEERIOS, GENERAL MILLS",376,6.7,497,136,401,33.17,641,12.09,73.23,9.4,5.13,4.36,0,1,0,1,1
"Formulated bar, NUTZ OVER CHOCOLATE, LUNA BAR",403,12,386,125,886,14.2,412,20.75,52.49,4.3,9.38,16.9,0,1,0,1,1
"Salad dressing, regular, sesame seed dressing",443,45,1000,0,19,0.6,157,3.1,8.6,1,39.2,8.32,0,0,1,1,1
"Cocoa, plain, hi-fat or breakfast, dry powder",486,24,20,0,122,14.5,1574,16.8,51.39,29.8,3,1.55,0,0,0,1,1
"Peanuts, with salt, boiled, cooked, all types",318,22,751,0,55,1.01,180,13.5,21.26,8.8,41.78,2.47,0,1,0,1,1
"Fish, dry heat, cooked, fresh, skipjack, tuna",132,1.3,47,0,37,1.6,522,28.21,0,0,62.28,0,1,1,1,0,0
"Turkey, raw, meat and skin, wing, all classes",197,12,55,0,14,1.26,240,20.22,0,0,66.49,0,1,0,1,1,0
"Babyfood, junior, bananas with tapioca, fruit",67,0.2,0,0,8,0.3,108,0.4,17.8,1.6,81.5,7.1,0,1,0,0,1
"Babyfood, mix vegetables strained, vegetables",36,0.5,0,0,13,0.32,127,1,8.25,1.5,89.8,1.57,0,1,0,0,1
"Babyfood, junior, vegetables and lamb, dinner",51,1.7,13,0,13,0.34,95,2.1,7.1,1.1,88.6,0.94,1,1,0,0,0
CAMPBELL'S Homestyle New England Clam Chowder,70,4.2,363,0,14,0.56,337,2.33,5.68,0.8,86.53,0,0,1,0,0,1
"Beverages, SPECIAL K Protein Shake, KELLOGG'S",64,1.6,73,45,113,0.5,168,3.2,9.2,1.7,84.5,5.95,0,1,0,0,1
"Candies, prepared-from-recipe, vanilla, fudge",383,5.5,47,0,38,0.02,49,1.05,82.15,0,10.85,79.77,0,0,0,1,1
"Alcoholic beverage, 63 proof, coffee, liqueur",308,0.3,8,0,1,0.06,30,0.1,32.2,0,41.4,32.2,0,1,0,1,1
"Rice, unenriched, cooked, medium-grain, white",130,0.2,0,0,3,0.2,29,2.38,28.59,0,68.61,0,0,1,1,0,1
"Soybeans, without salt, boiled, mature cooked",172,9,1,0,102,5.14,515,18.21,8.36,6,62.55,3,0,0,1,1,1
"Chicken, raw, meat only, light meat, roasting",109,1.6,51,0,11,0.89,252,22.2,0,0,74.3,0,1,1,1,0,0
"Chicken, roasted, cooked, meat only, roasting",167,6.6,75,0,12,1.21,229,25.01,0,0,67.41,0,1,0,1,1,0
"Peppers, solids and liquids, canned, jalapeno",27,0.9,1671,0,23,1.88,193,0.92,4.74,2.6,88.89,2.14,0,1,0,0,1
"Candies, caramel with nuts, chocolate covered",470,21,156,0,78,1.7,445,9.5,60.67,4.3,6.1,41.35,0,1,0,1,1
"Candies, butterscotch, confectioner's coating",539,29,89,0,34,0.08,64,2.2,67.1,0,0.75,67.1,0,0,0,1,1
"Fish, with skin (Alaska Native), raw, halibut",116,2.9,79,0,20,0.27,449,20.53,1.81,0,73.44,0,1,1,1,0,0
"Fish, dry heat, cooked, Atlantic, ocean perch",96,1.9,347,58,34,0.27,226,18.51,0,0,74.24,0,1,1,0,0,0
"Candies, prepared-from-recipe, peanut brittle",486,19,445,0,27,1.22,168,7.57,71.24,2.5,0.7,51.33,0,1,0,1,1
"Babyfood, junior, egg yolks and bacon, cereal",79,5,48,0,28,0.47,35,2.5,6.2,0.9,85.9,0,1,1,0,0,0
"PILLSBURY, dry, Traditional Fudge Brownie Mix",441,12,0,0,0,0,0,4.8,78.3,0,3.1,49.6,0,0,0,1,1
"Borage, without salt, drained, boiled, cooked",25,0.8,88,0,102,3.64,491,2.09,3.55,0,91.88,0,0,1,0,0,1
"Babyfood, strained, banana with mixed berries",92,0.4,0,0,0,0,283,1.01,21.31,1,76.68,15,0,1,0,0,1
"Milk, homemade, hot cocoa, chocolate beverage",77,2.3,44,45,114,0.42,197,3.52,10.74,1,82.45,9.66,0,1,0,0,1
"Tortillas, whole wheat, ready-to-bake or -fry",310,9.8,512,0,244,2.63,262,9.76,45.89,9.8,30.15,2.44,0,0,0,1,1
"Candies, SNICKERS CRUNCHER, MARS SNACKFOOD US",488,24,189,0,90,0.68,0,6.86,62.85,1.9,4.47,46.54,0,0,0,1,1
"Ground turkey, pan-broiled crumbles, fat free",151,2.7,61,8,6,1.02,357,31.69,0,0,65.76,0,1,0,1,1,0
"Cookies, with creme filling, oatmeal sandwich",398,18,444,1,0,1.88,136,2.61,55.62,2.6,22.1,31.36,0,1,1,1,1
"Cake, dry mix, german chocolate, pudding-type",350,3.2,841,0,189,3.01,153,4.17,81.25,2.1,6.94,42.13,0,0,0,1,1
"KELLOGG'S, Strawberry Strudel, Wafflers, EGGO",318,11,691,1,293,5.9,71,5,50,1.2,29.2,16.8,1,0,0,1,0
"MURRAY, Fudge Dipped Mint Cookies, SUGAR FREE",481,27,364,0,0,3.6,249,6,63.5,4.6,1.5,0.6,0,0,0,1,1
"Soup, condensed, canned, vegetarian vegetable",59,1.6,516,0,17,0.88,171,1.72,9.78,0.5,84.91,3.13,0,1,1,0,1
Corned beef and potatoes in tortilla (Apache),224,8.3,511,0,27,1.8,275,7.91,29.35,1.5,52.51,1.79,1,0,1,1,0
"Salad dressing, low calorie, russian dressing",141,4,868,0,19,0.6,157,0.5,27.6,0.3,65,21.87,0,1,1,0,1
"Snacks, with vitamin C, pieces, fruit leather",373,3.5,317,0,18,0.75,164,0.1,85.2,3.5,10.2,0,0,1,0,1,1
"Spinach, drained solids, regular pack, canned",23,0.5,322,0,127,2.3,346,2.81,3.4,2.4,91.78,0.4,0,1,0,0,1
"KASHI, Frozen Entree, Southwest Style Chicken",109,1.8,240,0,14,0.8,0,5.7,17.4,2.1,74,1,1,1,1,0,0
"PEPPERIDGE FARM, Farmhouse Hearty White Bread",267,3,548,0,74,2.53,0,0.01,60.16,2,34.8,9.6,0,0,0,1,1
"Milk substitutes, with lauric acid oil, fluid",61,3.4,78,0,33,0.39,114,1.75,6.16,0,88.18,0,0,1,0,0,1
"CAMPBELL'S, condensed, Chicken with Rice Soup",68,1.6,645,0,41,0.25,34,1.84,11.28,0.9,83.15,0.23,1,1,1,0,0
"Chicken, simmered, cooked, all classes, heart",185,7.9,48,0,19,9.03,132,26.41,0.1,0,64.85,0,1,0,1,1,0
"Chicken, simmered, cooked, all classes, liver",167,6.5,76,0,11,11.63,263,24.46,0.87,0,66.81,0,1,0,1,1,0
"Cereals ready-to-eat, POST Raisin Bran Cereal",324,1.6,382,68,44,18.3,525,7.6,78.9,13.7,8.6,32.9,0,1,0,1,1
"Frozen novelties, pineapple-coconut, ice type",113,2.6,35,0,0,3.53,17,0,23.9,0.7,73.3,0,0,1,1,0,1
"Vegetables, solids and liquids, canned, mixed",36,0.3,224,0,21,0.65,138,1.42,7.13,3.8,90.24,0,0,1,0,0,1
"KELLOGG'S, Sea Salt, Cracker Chips, SPECIAL K",361,7.6,760,0,0,1.8,870,6.8,75.4,10.8,2.8,0.6,0,0,0,1,1
"Turkey, roasted, cooked, skin only, young hen",482,44,44,0,32,1.82,155,19.03,0,0,35.53,0,1,0,0,1,0
"KELLOGG'S, Garlic and Herb Crackers, ALL-BRAN",467,20,850,0,67,3.5,224,8.6,63.5,16.3,2.5,10,0,0,0,1,1
"Caribou, dried (Alaska Native), shoulder meat",271,3.7,950,0,14,11,810,59.38,0,0,33.81,0,1,0,0,1,0
"Fish, drained solids, canned, sockeye, salmon",167,7.4,408,841,232,0.65,314,23.59,0,0,68.07,0,1,0,1,1,0
"Babyfood, toddler, beef with vegetables, meat",68,2.1,26,0,11,0.5,168,3.5,8.72,1.8,85.23,1.18,1,1,0,0,0
"Cheese, large or small curd, creamed, cottage",98,4.3,364,3,83,0.07,104,11.12,3.38,0,79.79,2.67,0,1,0,0,1
"Doughnuts, with jelly filling, yeast-leavened",340,19,455,0,25,1.76,79,5.9,39,0.9,35.6,21.1,0,1,0,1,1
"Doughnuts, with creme filling, yeast-leavened",361,25,309,0,25,1.83,80,6.4,30,0.8,38.2,14.55,0,1,0,1,1
"Restaurant, prepared, beef, empanadas, Latino",335,18,440,7,20,2.7,190,11.31,31.19,2,37.5,1.84,1,0,0,1,0
"Mollusks, moist heat, cooked, Pacific, oyster",163,4.6,212,0,16,9.2,302,18.9,9.9,0,64.12,0,0,0,1,1,1
"Mollusks, moist heat, cooked, common, octopus",164,2.1,460,0,106,9.54,630,29.82,4.4,0,60.5,0,0,0,1,1,1
"Beef, raw, lean only, strip steaks, grass-fed",117,2.7,55,0,9,1.85,342,23.07,0,0,73.42,0,1,1,1,0,0
"Babyfood, junior, vegetables and beef, dinner",77,3.6,31,1,17,0.35,145,2.21,8.84,1.3,84.94,2.34,1,1,0,0,0
"KEEBLER, Deluxe Grahams Cookies, FUDGE SHOPPE",511,26,265,1,0,0,267,4,66.6,2.2,2,37.3,1,0,0,1,0
"KEEBLER, Caramel Filled Cookies, FUDGE SHOPPE",506,25,138,0,0,1.5,96,2.9,66.7,1.6,3.5,42,0,0,0,1,1
"Cereals ready-to-eat, Oatmeal Squares, QUAKER",379,4.8,347,0,201,29.3,357,11.38,77.77,8.3,2.75,16.69,0,1,0,1,1
"Fish, dry heat, cooked, pumpkin seed, sunfish",114,0.9,103,0,103,1.54,449,24.87,0,0,73.72,0,1,1,1,0,0
"FAMOUS AMOS, Chocolate Sandwich Creme Cookies",474,19,420,0,0,3.4,151,4.3,72.3,2.2,2,40.4,0,0,1,1,1
"Shortening, lard and vegetable oil, household",900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Shortening industrial, lard and vegetable oil",900,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Snacks, unsalted, chips, extruded, corn-based",557,33,15,0,124,1.7,185,6.6,57.4,4.4,1,1.41,0,0,0,1,1
"Frankfurter, boiled, cooked, meat and poultry",298,26,914,26,107,1.12,323,10.31,4.96,0,55.16,2.7,1,0,0,1,0
"Restaurant, without meat, fried rice, Chinese",174,3,387,0,12,0.66,76,4.05,32.79,1.1,59.09,0.56,1,0,1,1,0
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",298,15,628,0,292,0.91,202,12.33,28.18,2.5,41.58,4.09,0,0,1,1,1
"PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust",271,11,685,0,209,1.95,173,11.93,31.22,1.8,43.29,3.37,0,0,1,1,1
"Turkey, roasted, cooked, meat and skin, whole",189,7.4,103,15,14,1.09,239,28.55,0.06,0,63.52,0,1,0,1,1,0
